trial_id,condition,image_A,image_B,visual_A,visual_B,graph_A,graph_B,visual_similarity_score,graph_similarity_score,screening_score,is_practice
practice_01,practice_similar,CT_45_SOUTH_BRIDGE_Rd_A_04_facade.jpg,KG_03_Arab St_A_23_facade.jpg,13,13,,,1.0,,practice,True
practice_02,practice_medium,LD_14_DESKER_Rd_B_31_facade.jpg,LD_18_DUNLOP_St_B_47_facade.jpg,16,27,,,0.9386,,practice,True
practice_03,practice_dissimilar,LD_47_VEERASAMY_Rd_A_05_facade.jpg,CT_47_STANLEY_St_14_facade.jpg,1,29,,,0.608,,practice,True
practice_04,practice_similar,LD_04_CAMPBELL_LANE_B_14_facade.jpg,LD_13_DESKER_Rd_A_16_facade.jpg,11,11,,,1.0,,practice,True
practice_05,practice_medium,LD_23_Jalan Besar Rd_B_15_facade.jpg,KG_03_Arab St_A_52_facade.jpg,27,19,,,0.9921,,practice,True
practice_06,practice_dissimilar,LD_12_DALHOUSIE LANE_B_04_facade.jpg,LD_39_Serangoon Rd_B_15_facade.jpg,27,12,,,0.9769,,practice,True
practice_07,practice_similar,KG_27_North Bridge Rd_A_23_facade.jpg,CT_60_TRAS_B_St_06_facade.jpg,27,23,,,0.8989,,practice,True
practice_08,practice_medium,CT_44_SMITH_St_04_facade.jpg,LD_23_Jalan Besar Rd_B_18_facade.jpg,12,27,,,0.9576,,practice,True
practice_09,practice_dissimilar,CT_34_NEIL_A_Rd_03_facade.jpg,CT_18_DUXTON_A_Rd_07_facade.jpg,23,22,,,0.9896,,practice,True
practice_10,practice_similar,CT_46_SOUTH_BRIDGE_Rd_B_46_facade.jpg,CT_46_SOUTH_BRIDGE_Rd_B_47_facade.jpg,28,28,,,0.9993,,practice,True
practice_11,practice_medium,CT_01_AMOY_A_St_21_facade.jpg,CT_46_SOUTH_BRIDGE_Rd_B_42_facade.jpg,29,26,,,0.9752,,practice,True
practice_12,practice_similar,CT_34_NEIL_A_Rd_03_facade.jpg,CT_17_CRAIG_Rd_B_09_facade.jpg,23,23,,,0.9963,,practice,True
practice_13,practice_medium,CT_08_ANN_SIANG_Rd_B_08_facade.jpg,CT_59_TRAS_A_St_07_facade.jpg,12,12,,,0.9985,,practice,True
practice_14,practice_dissimilar,CT_08_ANN_SIANG_Rd_B_08_facade.jpg,CT_41_SAGO_Rd_09_facade.jpg,12,22,,,0.7783,,practice,True
practice_15,practice_similar,CT_34_NEIL_A_Rd_03_facade.jpg,CT_24_JIAK_CHUAN_Rd_05_facade.jpg,23,12,,,0.8769,,practice,True
practice_16,practice_medium,LD_13_DESKER_Rd_A_03_facade.jpg,LD_14_DESKER_Rd_B_07_facade.jpg,18,18,,,0.9981,,practice,True
practice_17,practice_dissimilar,CT_11_BUKIT_PASOH_A_Rd_03_facade.jpg,KG_24_Kandahar St_7_facade.jpg,12,16,,,0.8712,,practice,True
practice_18,practice_similar,KG_13_Jalan Klapa_A_2_facade.jpg,KG_14_Jalan Klapa_B_4_facade.jpg,18,18,,,0.9994,,practice,True
practice_19,practice_medium,KG_03_Arab St_A_24_facade.jpg,KG_03_Arab St_A_7_facade.jpg,-1,27,,,0.9992,,practice,True
practice_20,practice_dissimilar,CT_64_UPPER_CROSS_St_13_facade.jpg,LD_22_Japan Besar Rd_A_07_facade.jpg,12,15,,,0.8489,,practice,True
practice_21,practice_similar,CT_01_AMOY_A_St_14_facade.jpg,CT_41_SAGO_Rd_09_facade.jpg,29,22,,,0.884,,practice,True
practice_22,practice_medium,BQ_05_LOK TELOK Rd_B_03_facade.jpg,CT_25_KEONG_SAIK_A_Rd_25_facade.jpg,22,8,,,0.9616,,practice,True
hdbscan_best_VnSp_0342,VnSp,KG_21_Jalan Pisang_A_1_facade.jpg,LD_37_ROWELL_Rd_B_43_facade.jpg,19,27,1,1,0.9949,1.0,100,False
hdbscan_best_VnSn_0513,VnSn,BQ_07_BOAT QUEY_13_facade.jpg,LD_41_Syed Alwi Rd_B_38_facade.jpg,12,16,22,14,0.9574,0.1502,100,False
hdbscan_best_VnSp_0416,VnSp,CT_28_KRETA_AYER_Rd_05_facade.jpg,CT_13_CLUB_A_St_06_facade.jpg,30,23,6,6,0.9893,0.8143,100,False
hdbscan_best_VnSn_0600,VnSn,CT_08_ANN_SIANG_Rd_B_02_facade.jpg,CT_39_PAGODA_B_St_17_facade.jpg,22,12,27,8,0.9194,-0.1862,100,False
hdbscan_best_VnSp_0427,VnSp,LD_38_Serangoon Rd_A_11_facade.jpg,KG_07_Bali Lane_23_facade.jpg,28,12,2,2,0.9937,0.81,100,False
hdbscan_best_VnSp_0301,VnSp,CT_28_KRETA_AYER_Rd_23_facade.jpg,CT_37_NEW_BRIDGE_Rd_16_facade.jpg,14,22,27,27,0.998,0.8844,100,False
hdbscan_best_VpSp_0001,VpSp,KG_10_Bussorsh St_B_18_facade.jpg,KG_10_Bussorsh St_B_7_facade.jpg,30,30,2,2,1.0,0.8145,100,False
hdbscan_best_VpSn_0186,VpSn,KG_03_Arab St_A_48_facade.jpg,KG_11_Haji Lane_A_39_facade.jpg,2,2,9,2,1.0,0.1581,80,False
hdbscan_best_VpSn_0290,VpSn,KG_22_Jalan Pisang_B_3_facade.jpg,CT_53_TEMPLE_B_St_02_facade.jpg,20,20,2,6,1.0,0.6003,100,False
hdbscan_best_VnSp_0449,VnSp,KG_08_Beach Rd_34_facade.jpg,KG_12_Haji Lane_B_11_facade.jpg,26,24,1,1,0.9943,0.9718,100,False
manual_added_0003,VnSp,KG_09_Bussorsh St_A_21_facade.jpg,KG_23_Jalan Sultan_43_facade.jpg,16,29,20,20,0.9745,0.9952,100,False
manual_added_0005,VpSn,KG_23_Jalan Sultan_6_facade.jpg,LD_40_Syed Alwi Rd_A_43_facade.jpg,3,3,16,22,1.0,0.1143,100,False
